time.Thu-16,time.Wed-15,time.Fri-0,time.Thu-23,time.Mon-17,time.Sun-11,time.Wed-11,time.Sat-10,time.Thu-13,time.Mon-2,time.Tue-7,time.Mon-19,time.Tue-4,time.Tue-2,time.Thu-0,time.Sat-6,time.Wed-3,time.Tue-23,time.Wed-22,time.Thu-17,time.Sat-23,time.Sat-4,time.Thu-14,time.Fri-15,time.Wed-5,time.Sat-0,time.Tue-13,time.Wed-20,time.Fri-16,time.Tue-18,time.Tue-17,time.Sat-9,time.Sat-3,time.Thu-7,time.Sun-21,time.Sat-16,time.Sat-19,time.Sat-5,time.Fri-10,time.Thu-21,time.Fri-5,time.Thu-8,time.Wed-19,time.Fri-4,time.Wed-18,time.Sun-3,time.Sun-16,time.Sun-1,time.Sun-17,time.Mon-1,time.Mon-7,time.Mon-22,time.Sat-1,time.Sun-0,time.Fri-8,time.Mon-13,time.Sat-15,time.Tue-1,time.Mon-23,time.Sat-7,time.Mon-15,time.Fri-12,time.Fri-11,time.Thu-22,time.Tue-3,time.Tue-5,time.Thu-18,time.Wed-1,business_id,time.Sun-4,time.Mon-0,time.Sat-22,time.Mon-16,time.Thu-20,time.Sun-6,time.Fri-18,time.Sat-18,time.Tue-15,time.Tue-19,time.Tue-20,time.Fri-7,time.Thu-9,time.Mon-12,time.Wed-23,time.Tue-6,time.Mon-21,time.Fri-6,time.Thu-6,time.Sun-13,time.Fri-20,time.Sun-8,time.Sun-12,time.Mon-8,time.Sun-23,time.Wed-16,time.Tue-8,time.Sun-9,time.Mon-4,time.Wed-9,time.Sat-2,time.Sat-12,time.Sun-2,time.Wed-17,time.Wed-6,time.Wed-7,time.Sat-8,time.Fri-1,time.Sat-11,time.Wed-21,time.Thu-3,time.Thu-11,time.Thu-2,time.Wed-10,time.Tue-9,time.Tue-12,time.Fri-3,time.Wed-13,time.Mon-20,time.Sun-20,time.Wed-4,time.Wed-0,time.Sun-10,time.Mon-9,time.Tue-10,time.Mon-18,time.Sun-19,time.Sun-15,time.Wed-8,time.Sat-14,time.Wed-14,time.Fri-19,time.Wed-12,time.Fri-2,time.Tue-14,time.Thu-12,time.Fri-9,time.Tue-11,time.Sat-21,time.Mon-6,time.Mon-11,time.Thu-1,time.Tue-22,time.Thu-10,time.Mon-10,time.Fri-23,time.Tue-16,time.Tue-21,time.Fri-17,time.Mon-3,time.Thu-4,time.Thu-15,time.Fri-22,time.Sun-22,time.Sun-5,time.Sat-13,time.Fri-13,time.Thu-19,time.Sat-20,time.Thu-5,time.Mon-14,time.Sun-7,time.Fri-21,time.Wed-2,time.Sat-17,time.Fri-14,time.Mon-5,time.Tue-0,time.Sun-14,time.Sun-18
1.0,1.0,1.0,,1.0,,,,,2.0,,,1.0,1.0,,,,1.0,,2.0,2.0,,,1.0,1.0,,,1.0,4.0,4.0,3.0,,,1.0,1.0,1.0,6.0,,,4.0,1.0,,1.0,,,,2.0,,5.0,4.0,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,3eVnehvy3QO7z8ANwawZ5w,,3.0,1.0,2.0,,,2.0,2.0,,2.0,2.0,,,,1.0,,1.0,,,,2.0,,,,,1.0,,,,,3.0,,2.0,6.0,,,,,,2.0,,,1.0,,,,2.0,,2.0,1.0,,,,,,,3.0,,,1.0,,2.0,,1.0,,,,,1.0,,,,1.0,,,4.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,,1.0,3.0,,,1.0,,1.0,1.0,5.0,2.0,,1.0,1.0,
,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,2.0,,,2.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,1.0,mURFkV4ZFTxNCLApbUox8Q,,,1.0,,,,1.0,,,2.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,QdD8BpyPeR49DFCzKzFq4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
,,,,,1.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,,,,2.0,,2.0,,,,,1.0,,,,,1.0,2.0,2.0,,,wVr6KBp_iZ015QagT3588Q,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,2.0,,,,,,1.0,,,2.0,,1.0,,,,,1.0,,,,,,,,,2.0,1.0,,,,,1.0,,1.0,1.0,,,,2.0,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,nPatYo3wQ7tcvx7nzOU4GQ,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,11.0,15.0,18.0,16.0,1.0,2.0,7.0,5.0,37.0,13.0,22.0,24.0,25.0,26.0,23.0,26.0,21.0,22.0,11.0,52.0,34.0,6.0,10.0,18.0,30.0,2.0,25.0,10.0,10.0,12.0,15.0,47.0,6.0,56.0,20.0,42.0,41.0,7.0,21.0,20.0,11.0,20.0,26.0,16.0,52.0,21.0,55.0,27.0,28.0,11.0,17.0,24.0,43.0,12.0,1.0,20.0,29.0,23.0,18.0,6.0,2.0,7.0,25.0,23.0,17.0,19.0,18.0,1TTQ41NqKks69GltQSQNIA,45.0,39.0,45.0,7.0,24.0,39.0,21.0,26.0,8.0,16.0,19.0,22.0,5.0,1.0,18.0,14.0,18.0,25.0,14.0,2.0,19.0,13.0,1.0,7.0,47.0,12.0,4.0,8.0,39.0,3.0,41.0,6.0,61.0,13.0,16.0,10.0,10.0,36.0,4.0,23.0,43.0,4.0,41.0,1.0,3.0,1.0,29.0,2.0,26.0,54.0,17.0,27.0,13.0,4.0,3.0,15.0,50.0,16.0,4.0,8.0,4.0,17.0,4.0,31.0,3.0,4.0,5.0,2.0,35.0,20.0,,37.0,19.0,7.0,3.0,26.0,5.0,18.0,10.0,41.0,32.0,8.0,26.0,41.0,50.0,6.0,8.0,16.0,33.0,19.0,1.0,21.0,26.0,30.0,27.0,10.0,31.0,24.0,7.0,43.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-HiToqemWwSW2vg7PITWYg,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,_-I6NzbB5ScsUo-r1yTF7Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30QeX9bXmjYqrhZlpomFsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,sFNKot2aT67HFOxA9fZwdA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3QFMYbq089ptvxvqzsl7tQ,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,,,,,,,1.0,,,5.0,,,2.0,1.0,,1.0,1.0,,,,,,,1.0,,2.0,,3.0,,,,,,2.0,4.0,,,1.0,,,3.0,,,,3.0,,,1.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,txUYOt6MpOPtcdC7E5i_vA,,,1.0,,3.0,,2.0,2.0,,5.0,1.0,,,,1.0,1.0,3.0,,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,2.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,,,,,,1.0,,1.0,2.0,2.0,,,,,,2.0,,,1.0,,1.0
,,2.0,1.0,,,,,,,,2.0,,2.0,4.0,,1.0,2.0,1.0,,2.0,,,,,2.0,,2.0,,1.0,,,,,5.0,,5.0,,,2.0,,,,1.0,,1.0,,2.0,,,,2.0,2.0,3.0,,,,,2.0,,,,,1.0,,,,2.0,S00NXVVucdBBZqFy4Z295w,,4.0,6.0,,,,,1.0,,,2.0,,,,1.0,,,,,,4.0,,,,5.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,2.0,,,1.0,1.0,,,3.0,,,,1.0,,,,5.0,,,,,,,,,4.0,,1.0,,,2.0,,1.0
,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qJJQLoCQtF1xN-coV_b7uA,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM0AQ9BVDlYovcMnkGQ_LQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,26w-tGhpbyhBvdtfswwlfQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2.0,,1.0,1.0,,,,,,,,,,,4.0,,2.0,,,1.0,5.0,,,,,,,3.0,1.0,,,,4.0,,4.0,1.0,2.0,,,2.0,,,1.0,,,1.0,1.0,1.0,,4.0,,1.0,1.0,2.0,,,1.0,2.0,1.0,,,,,,,,1.0,2.0,G0fJevNCaEItQQoksN4r2A,,2.0,,,,,3.0,,,,1.0,,,,1.0,,5.0,,,1.0,1.0,,,,3.0,,,,,,3.0,,,2.0,,,,2.0,,2.0,2.0,,2.0,,,,,,1.0,1.0,,3.0,,,,3.0,2.0,,,,,,,2.0,,,,,1.0,,,3.0,,,,,,2.0,1.0,,,,,1.0,,,,2.0,1.0,,,,,2.0,4.0,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1i1RPmTmwQmSmv2Pua0s3A,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,2.0,1.0,,,2.0,,,1.0,,,1.0,,RleTq9ZOSE2ymZwxtRkEtg,,,,2.0,2.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,
,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,qhC017w_CxxJYrGs8tGBRw,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,HzXV1gS9dS7AMWlf9tfycQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
2.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,2.0,1.0,2.0,2.0,,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,3.0,,1.0,1.0,2.0,1.0,,5.0,,2.0,1.0,2.0,4.0,,2.0,,,1.0,2.0,1.0,2.0,,3.0,2.0,2.0,,,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,2.0,HToSpEtu0pxzcRuaIm5sKg,3.0,3.0,2.0,1.0,,,3.0,3.0,2.0,2.0,2.0,,,1.0,1.0,,1.0,,,,3.0,,1.0,,,1.0,,,,,,2.0,4.0,4.0,,,,2.0,,,1.0,,4.0,1.0,,1.0,2.0,1.0,,,1.0,1.0,,,,2.0,,3.0,,,2.0,2.0,,,1.0,1.0,,,3.0,,,2.0,2.0,,,3.0,1.0,,,,1.0,2.0,2.0,,2.0,1.0,,1.0,2.0,,,1.0,2.0,,1.0,,1.0,,,2.0
,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,Hj7MZR3N83tBfJieNOX3Ag,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,3.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,2.0,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,PkNVYBczFG4RsRM6w7hQHA,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0
,,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,4.0,,,1.0,2.0,,,,,1.0,,3.0,,,,,,1.0,,2.0,,,1.0,,,,8.0,2.0,,,,,,3.0,,,,,,,,,,ZeCzOEDo8ud3-21YNcaMKQ,,2.0,,,,,2.0,,,,,,,,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,2.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,Uj9WU0wMWegHGBCyRqq1xQ,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pQGiufbvJ_dxxKzpziowGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
,,,1.0,1.0,,,,,,,,,,,,,,1.0,3.0,,,,,,,1.0,2.0,1.0,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,-EX863eYHS-cutthfYhG7A,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,
1.0,,,2.0,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,1.0,,pHIXSkNnt14WtNDO7Xr3JA,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tA8geApJsS8uRe0p4qQeZg,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,1.0,1.0,,4.0,,,,,,,2.0,,,,,,1.0,,1.0,1.0,,,1.0,,,2.0,1.0,7.0,3.0,2.0,,,,2.0,2.0,6.0,,,,,,1.0,,3.0,,,,4.0,,,,,,,,3.0,1.0,2.0,,2.0,,,2.0,,,,,hbU9i9ajkai8OnTMxiMThA,,4.0,,4.0,2.0,,3.0,2.0,,,1.0,,,,,,2.0,,,1.0,1.0,,,,5.0,7.0,,,,,,,,2.0,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,3.0,,2.0,,2.0,,5.0,,,,,,,,,,,1.0,,,1.0,7.0,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,,1.0,,2.0,,2.0,,,2.0,1.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,am5vjjDa46yNxMnH3v_McA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,miVPtdbi2xGoZUmYDXZpCQ,,,1.0,,,,,1.0,,,1.0,,,3.0,4.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,2.0,,,,,,1.0,,1.0,,,,,2.0,,,4.0,,,1.0,,,,,,,3.0,,1.0,2.0,,,1.0,,1.0,,1.0,,1.0,2.0,,,,,,2.0,,,1.0,,
,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,Tp9cP8DVYXD4_AxCYtEo1w,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,ABgeUaVsMEqkcOI4bWsj2Q,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,Kf7BkRyLGCvpScweezL-cg,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,
4.0,1.0,40.0,23.0,5.0,,,,,28.0,,13.0,7.0,20.0,24.0,5.0,12.0,17.0,17.0,3.0,33.0,16.0,,1.0,8.0,49.0,,9.0,2.0,12.0,5.0,1.0,41.0,2.0,22.0,,22.0,10.0,,11.0,3.0,1.0,11.0,11.0,13.0,43.0,3.0,59.0,10.0,48.0,2.0,16.0,68.0,46.0,1.0,,1.0,38.0,17.0,,1.0,,,11.0,20.0,3.0,9.0,37.0,QlJztL2aGEXgejgi5JM9Xg,20.0,42.0,35.0,3.0,6.0,5.0,10.0,27.0,4.0,15.0,13.0,1.0,,1.0,13.0,4.0,15.0,4.0,3.0,,17.0,1.0,,,32.0,2.0,2.0,,9.0,,75.0,,48.0,5.0,4.0,1.0,1.0,68.0,,5.0,14.0,,38.0,,,,24.0,,21.0,42.0,12.0,29.0,,,,14.0,24.0,3.0,,,,29.0,,34.0,,,,,32.0,3.0,,46.0,19.0,,1.0,30.0,1.0,7.0,4.0,14.0,7.0,,11.0,28.0,12.0,,,11.0,24.0,6.0,1.0,2.0,14.0,36.0,4.0,,4.0,30.0,,17.0
,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,,,,,1.0,,,,,1.0,,,,,3Vi_I-TPwrrkfP99jxLVXg,1.0,,2.0,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,jw7bfC2tVHL_6gkqg9DDPg,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,UQG6eB8wv7ytI7fnUFJH2g,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yk4d81xgwrXJvoWMxWftvw,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,2.0,,2.0,,1.0,,1.0,,,,,,,,,1.0,1.0,2.0,2.0,,2.0,2.0,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,-_xSWL2yxziy9aDHH6swBw,,,1.0,1.0,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,2.0,,,,,1.0,,,1.0,,,,2.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,2.0,,,2.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,h4pN1mR8OUSYog9tU9gC7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,1.0,,,,,,,,,,,2.0,,1.0,,,2.0,2.0,,,,,4.0,,,,1.0,1.0,,,,,3.0,1.0,,,,,,1.0,,,1.0,2.0,,1.0,,,,,5.0,,,,1.0,1.0,,1.0,,,,,,,,PozD8qMsDRhj5VhzhbIFDA,,1.0,3.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,4.0,1.0,,,,1.0,3.0,,,,1.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmnOFHxbb_p5eJa1gLEhIw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.0,1.0,,,,,,2.0,,4.0,1.0,2.0,4.0,,4.0,4.0,7.0,,3.0,3.0,,,,4.0,,4.0,1.0,1.0,2.0,,3.0,1.0,6.0,,4.0,,,3.0,,,8.0,,3.0,5.0,,2.0,,3.0,,4.0,2.0,4.0,,,,4.0,3.0,,,,,3.0,1.0,,2.0,9.0,s4sr0anCKMyQw53xNv6DQA,2.0,2.0,3.0,,6.0,,5.0,5.0,,7.0,4.0,,,,4.0,,3.0,,,,2.0,,,,4.0,1.0,,,,,6.0,,4.0,,,,,4.0,,5.0,,,3.0,,,,3.0,,5.0,7.0,2.0,3.0,,,,3.0,5.0,,,,,5.0,,5.0,1.0,,,,9.0,,,5.0,3.0,,,7.0,,6.0,1.0,1.0,2.0,,6.0,1.0,1.0,,,5.0,5.0,1.0,,,4.0,3.0,2.0,,,2.0,,2.0
