is_open,hours.Monday,attributes.BusinessAcceptsCreditCards,hours.Tuesday,attributes.HappyHour,attributes.Ambience,attributes.NoiseLevel,hours.Wednesday,attributes.GoodForKids,attributes.AgesAllowed,neighborhood,attributes.Corkage,categories,attributes.AcceptsInsurance,attributes.Alcohol,attributes.WiFi,attributes.Music,attributes.RestaurantsReservations,postal_code,attributes.HairSpecializesIn,name,longitude,attributes.BikeParking,attributes.RestaurantsTableService,attributes.RestaurantsDelivery,attributes.RestaurantsTakeOut,hours.Friday,attributes.RestaurantsPriceRange2,attributes.DriveThru,city,attributes.DogsAllowed,attributes.GoodForMeal,attributes.RestaurantsCounterService,attributes.DietaryRestrictions,latitude,attributes,attributes.BusinessParking,stars,business_id,attributes.BestNights,address,attributes.ByAppointmentOnly,attributes.BYOB,attributes.BusinessAcceptsBitcoin,attributes.BYOBCorkage,attributes.Caters,attributes.Open24Hours,attributes.HasTV,attributes.OutdoorSeating,hours.Sunday,attributes.GoodForDancing,attributes.WheelchairAccessible,attributes.RestaurantsGoodForGroups,attributes.Smoking,attributes.CoatCheck,hours.Saturday,review_count,hours.Thursday,state,hours,attributes.RestaurantsAttire
1,7:30-17:0,True,7:30-17:0,,,,7:30-17:0,,,,,"Doctors, Health & Medical, Cardiologists",True,,,,,85224,,Central Arizona Heart Specialists,-111.87558670000001,,,,,7:30-17:0,,,Chandler,,,,,33.3086789,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",,2.5,5X28bwD1m8jvZ_JZoUsGCA,,"333 N Dobson Rd, Ste 11",True,,,,,,,,7:30-17:0,,,,,,7:30-17:0,9,7:30-17:0,AZ,"{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0', 'Saturday': '7:30-17:0', 'Sunday': '7:30-17:0'}",
1,8:30-17:30,False,8:30-17:30,,,,8:30-17:30,,,,,"Apartments, Real Estate, Home Services",,,,,,85027,,Bayside Apartments,-112.1279813,,,,,8:30-17:30,,,Phoenix,,,,,33.6705981,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True'}",,2.5,D6XaGAFCAr_xlsEpLsSejQ,,20245 N 32nd Dr,False,,False,,,,,,10:0-17:0,,True,,,,10:0-17:0,6,8:30-17:30,AZ,"{'Monday': '8:30-17:30', 'Tuesday': '8:30-17:30', 'Wednesday': '8:30-17:30', 'Thursday': '8:30-17:30', 'Friday': '8:30-17:30', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",
1,11:0-0:0,True,11:0-0:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",average,11:0-0:0,True,,Upper Beach,,"Pizza, Restaurants",,none,no,,False,M1L 1C5,,Reginos Pizza,-79.2938377817,False,False,True,True,11:0-1:0,2.0,,Scarborough,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,43.686836241499996,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",4.0,aD4qhONCE5catMdQC4sqwg,,3331 Danforth Avenue,,,,,False,,False,False,11:0-0:0,,,False,,,11:0-1:0,9,11:0-0:0,ON,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}",casual
0,,True,,,,,,,,Willowdale,,"Persian/Iranian, Restaurants, Fast Food",,,,,False,M2N 7A1,,Golden Shawarma,-79.4140328,,,True,True,,,,Toronto,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,43.775178600000004,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",3.0,dWQIQe1JfqXG5Uxk5Yj5Gw,,5 Northtown Way Avenue,,,,,,,,,,,,,,,,6,,ON,,
1,9:0-19:0,True,9:0-19:0,,,,9:0-19:0,,,,,"Massage Therapy, Massage, Health & Medical, Beauty & Spas",,,,,,85014,,Prana Manana,-112.05769334,,,,,17:0-20:0,,,Phoenix,,,,,33.5172206935,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",,5.0,GsooomKivngHk2YG_Hf0qw,,"1130 E Missouri Ave, Ste 580, Gigi's Mind, Body & Soul Day Spa",True,,,,,,,,9:0-12:0,,,,,,9:0-12:0,7,9:0-19:0,AZ,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '17:0-20:0', 'Saturday': '9:0-12:0', 'Sunday': '9:0-12:0'}",
1,12:0-14:30,,17:0-21:30,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",quiet,17:0-21:30,True,,,,"Restaurants, Buffets, Indian",,none,no,,True,L4Z 2Z1,,Daal Roti,-79.6725428,True,True,False,True,17:0-21:30,2.0,,Mississauga,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,43.6218357,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",3.5,cuxC5smoo7m8Z-nAGDWMaQ,,"25 Watline Avenue, Unit 16,17",,,,,True,,False,False,17:0-22:30,,,True,,,17:0-22:30,22,17:0-21:30,ON,"{'Monday': '12:0-14:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-22:30'}",casual
0,,True,,,,,,,,Wychwood,,"Shopping, Thrift Stores",,,,,,M6C 1A3,,Goodwill Toronto,-79.4216797,True,,,,,1.0,,Toronto,,,,,43.6822734,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",3.0,4Vp3vGKmHeMqvYCkfFHIBQ,,585 St Clair Ave W,,,,,,,,,,,True,,,,,9,,ON,,
1,11:30-21:0,,11:30-21:0,,,,11:30-21:0,True,,,,"Filipino, Restaurants",,,free,,,T1Y 6R3,,Max Restaurant,-113.98297690000001,,,,True,11:30-21:0,2.0,,Calgary,,,,,51.071433500000005,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",,3.0,1W8OUy8iaB3SnZt49znfGA,,3581 20 Avenue NE,,,,,,,,,11:30-21:0,,,True,,,11:30-21:0,10,11:30-21:0,AB,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}",
1,9:0-19:0,True,9:0-19:0,,,,9:0-19:0,,,,,"Nail Salons, Eyelash Service, Beauty & Spas",,,,,,85233,,Hot Spa Nail,-111.80894040000001,False,,,,9:0-19:0,2.0,,Gilbert,,,,,33.335884,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",3.0,kEgA1xmJKJJJX5AKhsxwtA,,"884 Wt Warner Rd, Ste B6",False,,,,,,,,10:0-17:0,,,,,,9:0-18:0,22,9:0-19:0,AZ,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-17:0'}",
1,9:0-16:0,,9:0-16:0,,,,8:0-17:0,,,,,"Pet Services, Pets, Pet Groomers",,,,,,44011,,The Spotted Dog Pet Salon,-82.03592459999999,,,,,8:0-17:0,,,Avon,,,,,41.4531758,,,5.0,lsf2qFh-iUeqTrPa-_eBjQ,,37140 Colorado Ave,,,,,,,,,9:0-15:0,,,,,,8:0-17:0,12,8:0-17:0,OH,"{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '9:0-15:0'}",
1,9:0-20:0,,9:0-19:30,,,,9:0-19:30,,,Hawthorne,,"Car Dealers, Automotive",,,,,,53704,,Schoepp Motors Northeast,-89.325304,,,,,9:0-18:0,,,Madison,,,,,43.117806,,,3.5,Z1g9D15fKKI5kUWWo81Ijg,,1518 N Stoughton Rd,,,,,,,,,,,,,,,9:0-18:0,3,9:0-20:0,WI,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-20:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}",
0,9:0-21:0,True,9:0-21:0,,,,9:0-21:0,,,,,"Furniture Stores, Department Stores, Home & Garden, Discount Store, Shopping, Fashion",,,,,,85016,,Big Lots - Phoenix: Camelback,-112.0141345,True,,,,9:0-21:0,1.0,,Phoenix,,,,,33.480494199999995,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",3.0,4kzyz4mausm1D18oLj25jQ,,3144 E Thomas Rd,,,,,,,,,9:0-21:0,,True,,,,9:0-21:0,14,9:0-21:0,AZ,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",
1,9:0-16:0,,9:0-16:0,,,,9:0-16:0,,,,,Professional Services,,,,,,85027,,Cd-Lab,-112.0974024,,,,,9:0-16:0,,,Phoenix,,,,,33.697717,,,5.0,pnxlhtiJ3ChzOIeQhwU4yw,,"23335 N 18th Dr, Ste B-140",,,,,,,,,,,,,,,,3,9:0-16:0,AZ,"{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0'}",
1,9:0-22:0,True,9:0-22:0,,,,9:0-22:0,,,Downtown,,"Wedding Planning, Wedding Chapels, Event Planning & Services, Venues & Event Spaces",,,,,,89101,,Mon Bel Ami Wedding Chapel,-115.1441939,,,,,9:0-0:0,,,Las Vegas,,,,,36.162969399999994,{'BusinessAcceptsCreditCards': 'True'},,4.5,HbG8z_lusO0HpnPZPxkcYA,,607 S Las Vegas Blvd,,,,,,,,,9:0-22:0,,,,,,9:0-0:0,92,9:0-22:0,NV,"{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-22:0'}",
1,8:30-17:30,False,8:30-17:30,,,,8:30-17:30,,,,,"Mortgage Lenders, Real Estate, Financial Services, Mortgage Brokers, Home Services",,,,,,85308,,Lund Mortgage Team,-112.239079,,,,,8:30-17:30,,,Glendale,,,,,33.62365,"{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'True'}",,3.5,t0vHIGMV5fqEgdpz1jYpAw,,"7170 W Camino San Xavier, Ste A104",True,,,,,,,,,,,,,,,7,8:30-17:30,AZ,"{'Monday': '8:30-17:30', 'Tuesday': '8:30-17:30', 'Wednesday': '8:30-17:30', 'Thursday': '8:30-17:30', 'Friday': '8:30-17:30'}",
1,9:0-19:0,True,9:0-19:0,,,,9:0-19:0,,,,,"Home Services, Local Services, Security Services, Mobile Phone Repair, Professional Services, IT Services & Computer Repair, Security Systems, Business Consulting",,,,,,85014,,Got IT,-112.05753899999999,,,,,9:0-19:0,,,Phoenix,,,,,33.528168,"{'BusinessAcceptsBitcoin': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",,5.0,If5HtqZorovelse_54SDDw,,1124 E Rose Ln,False,,True,,,,,,,,,,,,9:0-16:0,7,9:0-19:0,AZ,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-16:0'}",
1,,,,,,,,,,Ville-Marie,,"Beauty & Spas, Day Spas, Massage",,,,,,H2Z 1K4,,Lucky Water Spa,-73.5598471016,,,,,,,,Montréal,,,,,45.5067402423,{'ByAppointmentOnly': 'True'},,2.5,peRK6pai7wxjKf_flCm_KQ,,99 avenue Viger Ouest,True,,,,,,,,,,,,,,,3,,QC,,
1,,True,9:0-17:0,,,,9:0-17:0,,,,,"Automotive, Motorcycle Repair, Motorsport Vehicle Repairs",,,,,,85210,,NECC Motorsports,-111.84362050000001,,,,,9:0-17:0,,,Mesa,,,,,33.4073476,{'BusinessAcceptsCreditCards': 'True'},,5.0,SNFKDLQ_20dDtUF3nybLNA,,"545 W Broadway Rd, Ste S107",,,,,,,,,,,,,,,9:0-17:0,3,9:0-17:0,AZ,"{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}",
1,9:0-18:0,True,9:0-18:0,,,,9:0-18:0,,,Northwest,,"Apartments, Real Estate, Home Services",,,,,,89129,,Shadow Hills at Lone Mountain,-115.32415800000001,,,,,9:0-18:0,,,Las Vegas,,,,,36.223886,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True'}",,2.5,POABRvqIngm5phGx5YvIxA,,3501 Shady Timber St,False,,,,,,,,11:0-17:0,,True,,,,10:0-18:0,22,9:0-18:0,NV,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}",
1,9:0-17:0,,9:0-17:0,,,,9:0-17:0,,,,,"Doctors, Health & Medical, Sports Medicine, Orthopedists",True,,,,,85281,,Phoenix Shoulder and Knee,-111.9392393,,,,,9:0-17:0,,,Tempe,,,,,33.431043,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",,2.5,pc2pswVTg6NpePA-QbJgeA,,"1215 W Rio Salado Pkwy, Ste 105",True,,,,,,,,,,,,,,,7,9:0-17:0,AZ,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",
1,10:30-23:0,True,10:30-23:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",average,10:30-23:0,True,,,,"Restaurants, Mexican",,none,no,,False,61801,,Pancheros Mexican Grill,-88.2071079,False,False,False,True,10:30-0:0,1.0,,Urbana,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,40.1168049,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",2.5,tjM2CZqRJ17oFapBTmGovw,,"102 E University Ave, Ste B",,,,,True,,False,True,10:30-23:0,,,True,,,10:30-0:0,39,10:30-23:0,IL,"{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-0:0', 'Saturday': '10:30-0:0', 'Sunday': '10:30-23:0'}",casual
0,9:0-0:0,True,9:0-0:0,,,,9:0-0:0,,,Westside,,"Shopping, Tobacco Shops",,,,,,89146,,Smoke House,-115.21966689999999,True,,,,9:0-0:0,1.0,,Las Vegas,,,,,36.1598665,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",5.0,Ws9Wsw6nCkmi_nj-IEyuLA,,5704 W Charleston Blvd,,,,,,,,,9:0-0:0,,,,,,9:0-0:0,3,9:0-0:0,NV,"{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}",
1,9:0-17:0,True,9:0-17:0,,,,9:0-17:0,,,Westside,,"Shopping, Cabinetry, Kitchen & Bath, Contractors, Home & Garden, Home Services",,,,,,89117,,CabinetCraft,-115.2634866,,,,,9:0-17:0,2.0,,Las Vegas,,,,,36.1586479,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",4.0,F1xVudjdzL3rWMrlNK2uBw,,"7871 W Charleston Blvd, Ste 120",True,,,,,,,,,,,,,,,15,9:0-17:0,NV,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",
1,,,,,,,,,,,,"Doctors, Health & Medical, Podiatrists",,,,,,89128,,Marcus Tamara E DPM,-115.24870530000001,,,,,,,,Las Vegas,,,,,36.207305600000005,{'ByAppointmentOnly': 'True'},,4.0,M-UZDC9JPsOUzt9wArwHtA,,"2641 Box Canyon Dr, Ste A",True,,,,,,,,,,,,,,,4,,NV,,
1,9:0-17:0,,9:0-17:0,,,,10:0-17:0,,,,,"Auto Loan Providers, Banks & Credit Unions, Automotive, Mortgage Lenders, Financial Services",,,,,,85226,,First Credit Union,-111.940448,,,,,9:0-18:0,,,Chandler,,,,,33.3088678,,,3.0,FXzRux1S5K2aIxsJuiWcPA,,475 N Gila Springs Blvd,,,,,,,,,,,,,,,,3,9:0-17:0,AZ,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-18:0'}",
1,0:0-0:0,,0:0-0:0,,,,0:0-0:0,,,Westside,,"Home Services, Keys & Locksmiths",,,,,,89117,,Star Locksmith - Las Vegas,-115.27783170000001,,,,,0:0-0:0,,,Las Vegas,,,,,36.1453333,,,1.0,-8aBkRmrbxnBwXEYLXwzOQ,,,,,,,,,,,0:0-0:0,,,,,,0:0-0:0,4,0:0-0:0,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",
1,5:30-5:30,True,5:30-5:30,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",average,5:30-5:30,True,,Westside,,"Coffee & Tea, Food, Bakeries, Restaurants, Sandwiches, American (New)",,none,free,,False,89117,,MadHouse Coffee,-115.275526,True,False,False,True,5:30-5:30,1.0,,Las Vegas,True,"{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}",,,36.129857,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': 'False', 'DogsAllowed': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4.0,DYAorbxOyubUB_wtQRCdug,,"8470 W Desert Inn Rd, Ste H-1",False,,,,False,,False,True,5:30-5:30,,True,True,,,5:30-5:30,802,5:30-5:30,NV,"{'Monday': '5:30-5:30', 'Tuesday': '5:30-5:30', 'Wednesday': '5:30-5:30', 'Thursday': '5:30-5:30', 'Friday': '5:30-5:30', 'Saturday': '5:30-5:30', 'Sunday': '5:30-5:30'}",casual
0,9:30-21:0,,9:30-21:0,,,,9:30-21:0,,,,,"Food, Grocery",,,,,,L1X 1R2,,EZ Fresh Food Mart,-79.0800550241,,,,,9:30-21:0,2.0,,Pickering,,,,,43.8579565326,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",4.0,n1bbyjG7yDs71cvvi1yS2Q,,2200 Brock Road,,,,,,,,,9:30-21:0,,,,,,9:30-21:0,3,9:30-21:0,ON,"{'Monday': '9:30-21:0', 'Tuesday': '9:30-21:0', 'Wednesday': '9:30-21:0', 'Thursday': '9:30-21:0', 'Friday': '9:30-21:0', 'Saturday': '9:30-21:0', 'Sunday': '9:30-21:0'}",
1,11:0-0:0,True,11:0-0:0,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",average,11:0-2:0,False,,,,"Bars, Restaurants, American (Traditional), Nightlife",,full_bar,free,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}",False,28027,,Iron Thunder Saloon,-80.7111857045,True,True,False,True,11:0-2:0,2.0,,Concord,,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,35.3646882085,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'False', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'yes', 'WheelchairAccessible': 'False', 'WiFi': 'free'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",3.0,vMO8QkXzx-puoJDz09t5Pg,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",10023 Weddington Rd,,,,,False,,True,True,12:0-0:0,False,False,True,yes,False,11:0-2:0,38,11:0-0:0,NC,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '12:0-0:0'}",casual
